nama_produk,jenis_produk,harga_retail,harga_diskon,rating
Easy Gardening 10 Inch Nursery Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1500.0,999.0,4.0
Lapguard Lenovo IdeaPad V470 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Lapguard Batteries""]",3999.0,1799.0,2.0
Clublaptop Sony VGN BPS22/BPS22A 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Clublaptop Batteries""]",3800.0,2636.0,4.0
Beverly Hills Polo Club Solid Women's Tunic,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Beverly Hills Polo Club Tunics""]",1299.0,899.0,5.0
Dolphin Miles Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",525.0,349.0,3.5
Dolphin Miles Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",525.0,349.0,5.0
Dolphin Miles Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",525.0,349.0,5.0
Go Hooked Basket Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",700.0,700.0,4.0
Dolphin Miles Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",495.0,345.0,4.0
Green Girgit Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",500.0,350.0,4.0
Hako HP Compaq Presario CQ45-106AU 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Hako Batteries""]",2950.0,1299.0,4.0
Go Hooked Mini Table Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,750.0,5.0
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",300.0,300.0,5.0
ARB HP Compaq Presario CQ45 Compatible Black 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> ARB Batteries""]",3499.0,1499.0,4.0
HP Compaq Presario CQ43 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> HP Batteries""]",4550.0,2478.0,1.0
Hako HP Compaq Presario CQ45-207TU 6 Cell Laptop Battery,"[""Computers >> Laptop Accessories >> Batteries >> Hako Batteries""]",2950.0,1299.0,4.0
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",300.0,300.0,5.0
Green Girgit Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",500.0,375.0,1.0
"Fastrack ND9912PP11J Teevirus Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",750.0,750.0,5.0
Sonata 8015YL01 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",950.0,950.0,4.5
Sonata 8959YL02 Yuva Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",750.0,750.0,3.7
Flippd FDLSP1507 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Flippd Wrist Watches""]",799.0,799.0,3.0
Do Bhai 400 Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",499.0,499.0,2.8
Geonaute 1620362 Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Geonaute Wrist Watches""]",849.0,799.0,2.5
Maxima 21104BMLY Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",1295.0,1165.0,4.5
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",450.0,450.0,2.3
Sonata 7086SL04 Tech 1 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",998.0,998.0,4.2
Maxima 25061CMLY Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",795.0,795.0,3.3
Sonata Everyday Analog Watch - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",1095.0,1095.0,4.3
Figo Fashion LL-1006BLK Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Figo Fashion Wrist Watches""]",999.0,900.0,2.0
Maxima 07011LCGC Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,950.0,4.5
Color Palatte Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1050.0,515.0,3.0
Fastrack 9913PP05 Tees Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",750.0,750.0,4.7
Nexus NX_7587 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Nexus Wrist Watches""]",999.0,999.0,5.0
Maxima 03918CMLY Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",795.0,795.0,1.0
Sonata 8959YL01 Yuva Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",780.0,780.0,4.1
HMT B0341 HQ Analog Watch  - For Women,"[""Watches >> Wrist Watches >> HMT Wrist Watches""]",595.0,595.0,4.3
Maxima 24990LMLI Swarovski Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,760.0,4.2
Sonata 2160YL06 Economy Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",749.0,749.0,4.0
Maxima 32841PPDN Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",995.0,995.0,3.9
Maxima 26280CMLI Attivo Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",895.0,850.0,3.0
Maxima 17321CMLY Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",695.0,675.0,4.5
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",350.0,290.0,3.0
Global Nomad GNLBBL0314 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Global Nomad Wrist Watches""]",725.0,725.0,4.0
Agricart African Marigold Vanilla F1- White Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",150.0,150.0,5.0
Sonata 7007YL09 Essentials Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",899.0,899.0,4.7
Sonata 87001SL01 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",899.0,899.0,3.5
Fluid FS209-BK01 Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Fluid Wrist Watches""]",799.0,799.0,3.5
Maxima 21101BMLY Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",1075.0,965.0,4.3
Fastrack 9770PL01 Sport Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",995.0,995.0,4.2
VGreen Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1200.0,920.0,1.0
Blessed Ring Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1350.0,849.0,3.0
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",750.0,750.0,4.5
Maxima 22381BMLY Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",1175.0,1060.0,4.8
Fastrack 9298PV06 Beach Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",995.0,995.0,5.0
Maxima 29923LPGY Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",895.0,800.0,3.7
Sonata 77018PL01 Watch,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",799.0,799.0,4.0
Maxima 20981LMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",995.0,895.0,5.0
Agricart Lettuce Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",80.0,80.0,1.0
Maxima 24742LMGY Gold Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,950.0,4.5
Sonata 8974PP03 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",649.0,649.0,3.4
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",250.0,239.0,3.0
Timewel 1100-N498 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Timewel Wrist Watches""]",995.0,995.0,4.0
Maxima 26092PMGB Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",675.0,675.0,4.0
Maxima 24460CMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",850.0,825.0,4.2
"Noise NOSWW001 Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Noise Wrist Watches""]",999.0,999.0,4.0
Yuccabe Italia Stella Yellow Self Watering Planter Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1299.0,750.0,1.0
SF by Sonata 7991PP02 Ocean Digital Watch  - For Men,"[""Watches >> Wrist Watches >> SF by Sonata Wrist Watches""]",999.0,999.0,4.8
Fluid FU203-GR01 Analog-Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Fluid Wrist Watches""]",899.0,899.0,3.0
Maxima 06362CMGY Gold Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",1075.0,995.0,5.0
Blessed Plain Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1299.0,599.0,2.3
Klick Solid Women's Tunic,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tunics >> Klick Tunics""]",1099.0,477.0,3.6
"Fastrack ND9915PP05J Teevirus Analog Watch  - For Women, Men","[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",749.0,749.0,4.1
Sonata 8925YL02 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",599.0,599.0,4.4
Petrol PFWBL60 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Petrol Wrist Watches""]",999.0,999.0,2.0
Sonata 8944SL03 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",770.0,770.0,3.5
"Fastrack 9914PP05 Tees Analog Watch  - For Women, Men","[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",650.0,650.0,4.0
Sonata 7078YL04 Fiber Collection Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",1125.0,1125.0,5.0
Maxima 07591PPGW Aqua Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",699.0,699.0,3.8
Sonata 7097SM01 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",750.0,698.0,3.2
Joy Living Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",400.0,400.0,3.0
Sir Time ST05-BK01 Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Sir Time Wrist Watches""]",899.0,899.0,3.7
Maxima 28393LMLI Attivo Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",850.0,774.0,4.5
Maxima 20183CMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,865.0,4.0
Fastrack 9333PP04 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",895.0,895.0,5.0
Sonata 7093SL02 Yuva Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",899.0,899.0,4.1
Sonata 8013YL02 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",950.0,950.0,4.5
"Noise NOSWW028 Round Dial Jelly Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Noise Wrist Watches""]",999.0,999.0,1.0
Sonata 7007YL07 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",899.0,899.0,5.0
NE Shoes Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",999.0,499.0,5.0
Maxima 25703PPKW Fiber Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",575.0,575.0,3.9
Sneha Unique Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",998.0,499.0,5.0
First Smart Deal Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",549.0,450.0,1.0
"Maxima 05660PPGW Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",625.0,625.0,1.0
Maxima 13881PPGW FIBER COLLECTION Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",699.0,699.0,4.3
Sonata 8925YM05 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",799.0,799.0,4.0
Sonata 7011SM05 Yuva Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",630.0,630.0,4.3
Maxima 24864LMGY Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,950.0,5.0
Maxima 10310LMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",750.0,750.0,4.0
Maxima 23237PPGN FIBER COLLECTION Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",525.0,525.0,5.0
E-plant Spicy Chillie Seed,"[""Home Improvement >> Lawn & Gardening >> Plants >> Plant Seeds""]",299.0,160.0,2.0
Maxima 04608CMGY Gold Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",695.0,675.0,2.0
Only Kidz 20581 Barbie Digital Watch  - For Women,"[""Watches >> Wrist Watches >> Only Kidz Wrist Watches""]",575.0,575.0,1.7
Sonata 7092SL01 Yuva Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",999.0,999.0,4.3
"Stol'n KIDS-TIME01-1 Tweety Analog Watch  - For Girls, Boys","[""Watches >> Wrist Watches >> Stol'n Wrist Watches""]",595.0,595.0,1.0
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",555.0,500.0,2.8
Sonata 7924SL03 Sport Casual Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",799.0,799.0,4.1
Maxima 26512PPGN FIBER COLLECTION Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",595.0,595.0,5.0
Maxima 20681LPLI Swarovski Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",575.0,575.0,2.0
Sonata 7970SL05 Watch,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",925.0,879.0,2.0
E-plant Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",499.0,200.0,2.3
Maxima 01427CMGY Gold Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",795.0,750.0,5.0
Maxima 20020LMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,950.0,5.0
Petrol PCWBL68 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Petrol Wrist Watches""]",999.0,999.0,3.5
Onlineshoppee Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",1350.0,949.0,4.0
Flippd FDRBB1814 Fibre Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Flippd Wrist Watches""]",750.0,750.0,4.2
Sonata 7958PP01 Analog Watch,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",550.0,550.0,5.0
"Flippd FD040103 Formal Analog Watch  - For Men, Boys","[""Watches >> Wrist Watches >> Flippd Wrist Watches""]",999.0,999.0,3.0
Kielz Women Wedges,"[""Footwear >> Women's Footwear >> Wedges""]",999.0,399.0,5.0
Natures Plus Home Garden Plant Container Set,"[""Tools & Hardware >> Tools >> Gardening Tools >> Plant Containers & Sets >> Plant Container Sets""]",430.0,430.0,4.0
Maxima 20141CMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",825.0,825.0,5.0
"Only Kidz 20238 Barbie Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Only Kidz Wrist Watches""]",549.0,549.0,5.0
"Only Kidz 20600 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Only Kidz Wrist Watches""]",599.0,599.0,1.0
Flippd FDLWBR3714 Fashion Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Flippd Wrist Watches""]",899.0,899.0,3.5
Sonata 8097YM01 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",999.0,999.0,4.0
"Kool Kidz DMK-011-PK 01 Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Kool Kidz Wrist Watches""]",595.0,476.0,2.0
"Noise NOSWW025 Round Dial Jelly Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Noise Wrist Watches""]",999.0,999.0,3.8
Nexus NX_7570 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Nexus Wrist Watches""]",999.0,999.0,4.0
"Aadi Alloy, Metal Bangle","[""Jewellery >> Bangles, Bracelets & Armlets >> Bangles""]",1200.0,529.0,4.0
Maxima 29182CMGI Attivo Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",995.0,895.0,4.0
Petrol PCBBL67 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Petrol Wrist Watches""]",999.0,999.0,1.0
Maxima 20250BMLI Swarovski Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",950.0,850.0,3.0
Sir Time ST01-SYBK Digital Watch  - For Men,"[""Watches >> Wrist Watches >> Sir Time Wrist Watches""]",699.0,699.0,3.0
Maxima 01727LPLN Mac Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",650.0,650.0,5.0
"Kool Kidz DMK-001-PR 01 Analog Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Kool Kidz Wrist Watches""]",525.0,525.0,5.0
HMT G5141 Watch  - For Men,"[""Watches >> Wrist Watches >> HMT Wrist Watches""]",595.0,595.0,4.6
Ortho + Rest Women Flats,"[""Footwear >> Women's Footwear >> Flats""]",450.0,450.0,5.0
Maxima 27280PPGW Fiber Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Maxima Wrist Watches""]",725.0,700.0,4.1
HMT S3648 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> HMT Wrist Watches""]",800.0,800.0,3.7
Nell Women Flats,"[""Footwear >> Women's Footwear >> Flats""]",799.0,449.0,4.0
Nexus NX_7591 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Nexus Wrist Watches""]",999.0,999.0,3.0
"Only Kidz 20368 Digital Watch  - For Boys, Girls","[""Watches >> Wrist Watches >> Only Kidz Wrist Watches""]",549.0,549.0,1.0
Sonata 8098YM01 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",1099.0,1085.0,5.0
"Noise NOSWW026 Round Dial Jelly Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Noise Wrist Watches""]",999.0,999.0,2.2
"Fastrack 3062PP09 Tees Pop Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",750.0,750.0,4.4
"Fastrack 9912PP15 Tees Analog Watch  - For Men, Women","[""Watches >> Wrist Watches >> Fastrack Wrist Watches""]",750.0,750.0,4.6
Sonata 8974PP01 Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",550.0,550.0,4.1
Sonata 8943YL03 Yuva Gold Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",780.0,780.0,3.6
Sonata 8925YM06J Analog Watch  - For Women,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",799.0,799.0,5.0
Sonata 7089SL01 Yuva Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",925.0,915.0,5.0
Sonata 7007SL02 Analog Watch  - For Men,"[""Watches >> Wrist Watches >> Sonata Wrist Watches""]",725.0,725.0,3.5
HMT Sonata Gold Plated Watch For Men Sonata Analog Watch  - For Men,"[""Watches >> Wrist Watches >> HMT Wrist Watches""]",999.0,899.0,3.0
